Class,Surge,Type,Status
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
Suitable,,NON-ICU,Occupied 
